비자코드,상위코드,사증·체류,신청종류,신청상황,대상자,자격요건,절차,수수료,사증유효기간,1회부여 체류기간,체류상한,제한,예외,의무사항,점수표,쿼터,초청자,추천·승인기관,제출서류,예상질문,출처,선행자격,다음단계,동반가족,키워드,검수상태,검수메모
F-2 (F-2-R),F-2,체류,체류기간 연장,지역우수인재(F-2-R) 체류자격 소지자,,"1. 소득: 신청인 및 배우자(F-3-1R 체류자격 소지자에 한함) 합산 소득, 신청일 기준 전년도 연간 소득이 광역지자체의 생활임금 이상(소득요건 심사기준은 체류자격 변경의 소득요건 기준 준용)
2. 거주, 취·창업: 체류자격 변경의 ""거주"", ""취·창업"" 요건을 계속 충족(단, 직전 체류자격변경·체류기간연장·허가조건 변경 시와 동일 근무처인 경우 고용기업·고용주 요건 적용 제외, 근무처 변경한 경우 고용기업·고용주 요건 심사)
3. 창업: 자본금 사용내역, 내국인 고용실적, 납세실적(부가세·소득세 등)을 심사하여 정상적 사업 운영 여부 확인
4. 기타: 품행단정 요건 계속 충족, 자격변경 시 졸업예정증명서 제출자는 국내 전문학사 이상 학위증 제출, 지자체 개별요건 있는 경우 충족",,,,,,,"체류기간 1년 범위 내 체류허가 특례 대상: 임신, 출산 또는 육아휴직, 산재휴직 등으로 소득요건 미충족자; 최초 체류기간 연장 시 근로기간 부족 등으로 소득금액증명원 상 소득금액이 요건 미충족하나 현재 취업 중인 자로 소득요건을 충족하는 급여(월)를 받는 경우
동반가족 초청 시에도 소득요건 특례 적용 가능",,,,,,"[공통서류]
- 통합신청서
- 여권
- 사진
- 외국인등록증

[필수서류]
- 학력 입증서류(학력증명서, 학위증, 졸업증명서 등) ※ 자격 변경 당시 졸업예정증명서를 제출한 경우 최초 1회만 징구
- 소득 입증서류: 세무서 발급 소득금액증명 등 공적 증명서류
- 거주지 입증서류(부동산임대차계약서, 부동산등기부등본 등)
- 경제활동 입증서류: (취업자) 고용계약서, 재직증명서, 사업자등록증, 법인등기부등본 등 / (창업자) 사업자등록증 사본, 영업허가증(해당자), 투자기업등록증(소지자), 납세증명서, 납세사실증명원, 법인등기사항전부증명서(해당자), 사업장 존재 입증 서류(사무실 임대차계약서, 사업장 전경·사무공간·간판 사진 등)
- 고용기업 요건 확인 서류: 사업자등록증 사본, 납세증명서, 지방세납세증명서, 4대 보험 가입자 명부, 고용보험 가입자 명부 등

[기타서류]
(근무처가 변경된 경우) 광역지자체장 추천서
지자체별 개별 요건이 있는 경우 그 요건 충족 서류
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류","지역특화 우수인재 비자 연장하려면 소득이 얼마나 있어야 해요?
출산휴가나 육아휴직 중인데 연장할 수 있어요?
근무처 안 바꿨으면 고용주 요건 심사 안 받아도 되나요?

지역특화 우수인재 연장 신청할 때 어떤 서류 내요?
졸업예정증명서로 자격 받았는데 연장 때 다시 학위증 내야 해요?
근무처 바뀌었으면 추가로 어떤 서류 필요해요?",F-2-R 지역특화형 우수인재 / 체류기간 연장 (p. 555~557),D-7~E-7 또는 F-4 자격 인구감소지역 5년+ 거주,F-5 영주,"F-1, F-3-1R","지역우수인재, 인구감소지역",완료,[3차요약] F-2-R 체류기간 연장: 기존 F-2-R 소지자 대상. 신청인+배우자(F-3-1R) 합산 소득 생활임금+ 거주·취창업 요건 유지 (지역특화편 p.74~75).
F-2 (F-2-R),F-2,체류,근무처 변경/추가,지역우수인재(F-2-R) 체류자격 소지자,,"[허가조건 변경(근무처 변경)] 체류자격 변경허가의 취업 활동 요건을 충족하고 광역지자체장의 추천서를 발급받아야 함
자격변경 후 1년 이내는 원칙적으로 근무처 변경 제한, 단 사업장 휴·폐업, 임금 체불 등으로 동일 근무처에서 근무가 곤란한 경우 ""허가조건 변경(근무처 변경)"" 심사 후 변경 가능(새 근무처에서 다시 1년간 원칙적으로 근무처 변경 제한)","광역지자체장의 추천서 발급 → 관할 출입국·외국인관서에 ""근무처 변경(허가조건 변경)"" 신청 ('지역특화형 우수인재 허가조건 변경 신청서' 제출)
근무처 변경허가 절차에 준하여 처리하되, 수수료 면제
허가조건 변경(취·창업 간 변경)도 허가조건 변경(근무처 변경) 절차 준용",근무처 변경허가 절차에 준하나 수수료 면제,,,,근무처 추가는 추천지역(인구감소지역) 내에서만 허용,,"체류기간 연장 시 소득금액 확인, 사업자등록증 등 관련서류 징구하여 요건 준수 여부 확인",,,,,,"지역특화 우수인재 비자로 회사 바꿔도 돼요?
같은 지역 안에서 다른 곳에서 부업해도 되나요?
창업했는데 취업도 같이 하려면 어떻게 해요?",F-2-R 지역특화형 우수인재 / 허가조건 변경(근무처 변경) 및 근무처 추가 (p. 558~559),D-7~E-7 또는 F-4 자격 인구감소지역 5년+ 거주,F-5 영주,"F-1, F-3-1R","지역우수인재, 인구감소지역",완료,"[3차요약] F-2-R 근무처 변경/추가: 기존 F-2-R 자격 + 자격변경허가 취업요건 충족 + 지자체장 추천서. 변경 후 1년 이내 원칙 제한, 휴폐업/체불 등 사유 시 가능 (지역특화편 p.74~77)."
F-3 (F-3-1R),F-3,체류,체류자격 변경,지역우수인재(F-2-R) 자격 소지자의 배우자 및 미성년자녀(배우자가 없을 것),,"(공통사항)
실거주: 신청일 기준 주 체류자와 동일한 주소지에 실거주(주체류자와 동반신청 시 실거주 인정 특례를 인정받은 경우 동반가족도 동일하게 적용)
주체류자 요건: 주 체류자(F-2-R)와 동반신청 시 주 체류자가 모든 자격요건을 충족(이미 F-2-R 자격 소지 상태에서 동반가족 신청은 주 체류자 자격요건 별도 심사하지 않음, 단 가족 구성원 5인 이상은 소득요건 확인)
주거지: 기숙사가 아닌 가족이 생활할 수 있는 독립된 주거시설 확보
소득: 초청 인원에 따라 차등 적용(주거급여 선정기준): 5인 3,627,225원/월, 6인 4,106,857원/월, 7인 4,567,272원/월, 8인 5,027,687원/월(4인 이하는 주 체류자격자 본인의 소득요건 충족 시 초청 가능)
(배우자) 주 체류자(F-2-R)와 유효한 혼인 성립 및 정상적 혼인 관계 유지, 품행단정 요건 충족, 자격변경 후 2년 이내 사회통합프로그램 2단계 이상 이수(미이수 시 체류기간 연장 최대 6개월로 제한)
(미성년자녀) 주체류자의 미성년 자녀로서 배우자가 없을 것, 학령기인 경우 국내 초·중·고교(초·중등교육법 제2조 1~3호 학교, 공민학교·고등공민학교·방송통신중고·고등기술학교 제외, 외국인학교 및 대안학교, 외국교육기관, 과학영재학교 포함)에 입학 예정이거나 재학 중이어야 함(위반 시 주체류자격자 허가 취소)",,,,,"체류자격: F-3-1R(지역우수인재 동반가족 또는 지역인재가족)
체류기간: 주 체류자의 체류만료일과 동일하게 부여","자격변경 제한 대상:
출국을 위한 체류기간 연장허가 또는 출국기한 유예를 받은 자
최근 5년 이내 지역특화형 지역우수인재 및 동반가족 체류자격으로 체류한 적이 있는 자
불법체류자","장기 질병치료 또는 중증 장애 등으로 부득이하게 학교 재학이 어려운 미성년자녀
학기 중 입국(전입)하여 초·중·고교에 입학할 예정이나 입학예정증명서 발급이 어려운 사람은 자격변경 허가하고 최초 체류기간 연장 시 관련서류 징구",,,,,,"[공통서류]
- 통합신청서
- 여권
- 사진
- 외국인등록증

[필수서류]
- 주 체류자격자(F-2-R)와의 가족관계입증서류(결혼증명서, 출생증명서 등)
- 주 체류자와 동일 지역 실거주 입증서류
- 사회통합프로그램 2단계 이상 이수 증빙서류(추후 제출 가능)
- 학령기 아동 입학·재학증명서(학교장 발급) 또는 진단서(병원급 의료기관 발급), 장애인증명서(시군구청장 발급)

[기타서류]
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류
(체류자격 부여 대상: 국내 출생 자녀) 출생증명서(중국의 경우 호구부), 가족관계 입증서류, 체류자격자(F-2-R)의 외국인등록증, 주 체류자와 동일 지역 실거주 입증서류
(체류자격외 활동허가 대상: F-3-2R 배우자) 표준근로계약서(시급·근로내용·근무시간 등 포함), 사업자등록증 사본, 고용주 신분증 사본","지역특화 우수인재 비자 받은 사람 가족도 같이 올 수 있어요?
배우자 사회통합프로그램 안 들으면 어떻게 돼요?
학교 다니는 자녀는 어떤 학교 다녀야 가능해요?

지역특화 우수인재 가족 비자 신청할 때 어떤 서류 내요?
한국에서 아이가 태어났는데 어떤 서류 준비해요?
동반가족이 일하려면 어떤 서류가 필요해요?",F-3-1R 지역우수인재 동반가족 / 자격변경 (p. 559~560),"주체류자(E-1~E-7, D-7~D-9 등)의 배우자·미성년 자녀",주체류자 따라 변경,본인이 동반자격,"동반, 배우자, 자녀",보류,"F-3-1R: 선행자격이 F-3 일반 동반(F-3) 표기로 채워짐. F-3-1R은 F-2-R로 한정. || [검토필요] [선행자격] 검토필요: 현재='주체류자(E-1~E-7, D-7~D-9 등)의 배우자·미성년 자녀' / 제안='F-2-R 지역특화형 우수인재의 배우자 또는 미성년자녀' (사유: ) || F-3-1R: 1차 [검토필요] 메모대로 선행자격을 F-2-R 한정값으로 정정 필요. 다른 컬럼(자격요건/제출서류/체류상한)은 매뉴얼과 정합. || [2차검토필요] [선행자격] 검토필요: 현재='주체류자(E-1~E-7, D-7~D-9 등)의 배우자·미성년 자녀' / 제안='지역우수인재(F-2-R) 자격 소지자의 배우자 및 미성년자녀(배우자가 없을 것)' (사유: ) || [3차요약] F-3-1R 자격변경: F-2-R(지역우수인재) 자격 소지자의 배우자/미성년자녀 한정. 실거주 동일 주소지 + 사회통합프로그램 2단계+(배우자) + 학령기 시 국내 초·중·고 입학/재학(자녀) (지역특화편 p.77~79)."
E-7 (E-7-4R),E-7,체류,체류자격 변경,"인구감소지역 및 인구감소관심지역의 지역특화 숙련기능인력 자격변경 신청자

지역특화형 숙련기능인력(E-7-4R) 자격 소지자",,"최근 10년간 해당 자격(E-9, E-10, H-2)으로 2년 이상 체류 중인 등록외국인으로 현 근무처에서 정상적으로 근무 중인 사람

1. 추천서: 추천지역을 관할하는 광역지자체의 장의 추천서(발급일로부터 3개월 유효, 1회 신청에 한함)
2. 거주 및 취업: 3년 이상 추천지역에서 거주하면서 취업 활동을 하고자 할 것
- 거주지: 체류자격 변경 후 추천지역 내에서 계속 거주
- 취업 지역: 근무처가 추천지역(인구감소지역 또는 관심지역) 내 소재
- 기업 추천: 현재 1년 이상 근무 중인 기업에서 계속 근무할 것을 조건으로 신청 가능, 고용기업의 추천 필수(단, 인구감소지역의 경우 현재 근무 중인 기업뿐 아니라 인구감소지역이 아닌 지역에서 인구감소지역으로 근무처를 변경하여 신청 가능, 이 경우 변경 후 근무하려는 기업의 추천으로 갈음)
- 급여: 근로계약서 상 급여가 연봉 2,600만원 이상(농·축산업, 어업·내항상선 종사자는 2,500만원), 최저임금 요건 충족
- 근로계약기간: 신청일 이후 2년 이상 유효한 근로계약(근무처를 변경하여 신청하는 경우 근로 시작일은 신청일 이후 3개월 이내, 단 현 근무처에서 계속 근무하는 조건은 제외)
3. 점수제 기준 충족: 총 300점 중 200점 이상, 기본항목 평균소득과 한국어능력 각각 50점 이상
- 평균소득(최근 2년 연간 평균소득) 2,500만원 이상(농·축산업, 어업·내항상선 종사자는 2,400만원 이상), 세무서 발행 전년도 소득금액증명을 기준(재입국 공백 등으로 최근 2년 소득 입증 불가 시 최근 5년 중 연간 소득금액이 높은 2개년으로 대체 가능)
- 한국어능력: TOPIK 2급/3급/4급 이상 또는 사회통합프로그램 이수(2단계/3단계/4단계 이상) 또는 사전평가 성적(41~60점/61~80점/81점 이상) — 사후보완 가능

공통: 자격요건(거주지 요건, 취·창업 요건, 소득요건 등)을 계속 유지할 것",,,,,3년 이상 지정된 인구감소지역 및 인구감소관심지역에 계속 거주 및 취업할 것,"제외 대상: 최근 5년 이내 지역특화 숙련기능인력(E-7-4R) 및 동반가족(F-3-3R) 체류자격으로 체류한 적이 있는 경우
제외 대상(아래 사유 비해당 요건):
① 벌금 100만 원 이상의 형을 받은 자
② 조세 체납자(완납 시 신청 가능)
③ 출입국관리법 4회 이상 위반자
④ 불법체류 경력 3개월 이상자
⑤ 대한민국의 이익이나 공공의 안전 등을 해치는 행동을 할 염려가 있다고 인정할 만한 자
⑥ 경제질서 또는 사회질서를 해치거나 선량한 풍속 등을 해치는 행동을 할 염려가 있다고 인정할 만한 자
①·③·④는 최근 10년 이내 사항만 해당

허가조건 위반 시 출입국관리법 제89조제1항 및 제68조제1항에 따라 체류자격이 취소되고 출국조치
동일 위반 반복 또는 장기간 미시정 시 체류기간 연장 제한, 체류허가 취소 등 불이익","인구감소지역 특례 (예정 근무처가 인구감소지역인 경우 신청인 요건을 갖춘 것으로 인정):
① 비전문취업(E-9), 선원취업(E-10), 방문취업(H-2) 체류자격으로 구직 중인 사람
② 현재 구직(D-10) 체류자격인 사람으로서 직전 체류자격이 숙련기능인력(E-7-4) 또는 지역숙련인력(E-7-4R)인 사람
숙련기능인력의 지역특화형 비자 전환: 현 근무처가 인구감소지역 또는 관심지역인 E-7-4가 동일 근무처에서 계속 근무하려는 경우 광역지자체장 추천서 발급받아 체류기간 연장 시 E-7-4R로 전환 가능(체류기간 연장 시 세부 약호만 변경, 체류자격 변경허가 대상 아님)",,"점수제 총점 300점 중 200점 이상 충족 필요, 기본항목(평균소득·한국어능력) 각각 50점 이상 필수. 가점 항목으로 추천(고용기업/중앙부처/광역지자체), 현근무처 3년 이상 근속, 인구감소(관심)지역 및/또는 읍·면지역 3년 이상 근무, 자격증 또는 국내 학위, 국내 운전면허증 등 인정. 감점 항목으로 벌금형, 체납 사실, 출입국관리법 위반 행정처분 등 반영",,,,,"숙련기능 일하다가 지역특화 비자로 바꾸려면 어떤 조건 있어요?
벌금 받은 적 있으면 신청 못해요?
구직 중인데 인구감소지역에서 일하면 신청할 수 있나요?

지역특화 숙련기능 비자 받으려면 점수 몇 점 이상 있어야 해요?
한국어 능력은 어느 정도 있어야 신청 가능해요?
현재 회사에서 얼마나 일해야 신청 자격이 되나요?

지역특화 숙련기능 비자로 몇 년 동안 그 지역에서 일해야 해요?
어떤 지역에서 거주해야 하나요?
조건 안 지키면 어떻게 되나요?",E-7-4R 지역특화 숙련기능인력 / 자격변경 (p. 597),학력·경력 요건 + 국내기업 채용,"E-7-4 숙련 (변경), F-2-7 점수제, F-5 영주",F-3 동반,"특정활동, 전문인력, 외국인 채용",완료,"[3차요약] E-7-4R 지역특화 숙련기능인력 자격변경. 광역지자체장 추천, 점수제 300점 중 200점, 연봉 2,600만원 이상, 3년 이상 인구감소(관심)지역 거주·취업 의무. 신청 5부제(출생연도 끝자리), 외국인등록증 수령 시 안내문(붙임 11) 서명·제출 의무"
F-4 (F-4-R),F-4,체류,체류자격 변경,"지역특화 재외동포(F-4-R) 자격변경 신청자(학령기 미성년 친생자녀 등)

지역특화형 재외동포(F-4-R) 자격 소지자","추가요건(다음 ①과 ② 중 어느 하나에 해당하여야 함):
① 추천지역 내 초·중·고에 재학 중이거나 입학 예정인 사람 (폐교, 특성화교 진학 등 특수한 사정으로 추천지역 내 교육기관 재학 및 입학이 어렵다고 인정되는 경우 광역지역 내 교육기관도 허용)
② 장기 질병치료 또는 중증 장애 등으로 부득이하게 학교 재학이 어려운 사람","""가""목에 해당하는 동포의 학령기 미성년 친생자녀(추천 필요)
만 6세 이상 19세 미만 동포

공통: 자격요건(거주지 요건, 취·창업 요건, 소득요건 등)을 계속 유지할 것",,,,,2년 이상 지정된 인구감소지역에 계속 거주할 것,"① 또는 ② 요건을 충족하지 못하는 경우 지역동포가족(F-3-2R)으로 변경

허가조건 위반 시 출입국관리법 제89조제1항 및 제68조제1항에 따라 체류자격이 취소되고 출국조치
동일 위반 반복 또는 장기간 미시정 시 체류기간 연장 제한, 체류허가 취소 등 불이익
2인 이상 동반이주 조건으로 체류허가 받은 동포 및 그 가족은 체류자격 변경 허가일로부터 최소 2년 동안 허가받은 지역에 거소지를 두고 허가된 지역에서만 소득활동이나 학교 재학 가능, 위반 시 통고처분 및 체류자격 취소 가능",,"동반가족 신고 대상: 지역특화형 재외동포(F-4-R) 체류자격을 받은 사람 중 2인 이상 동반이주 조건으로 체류허가 받은 동포 가족
가족대표 지정: 지역특화동포(F-4-R) 체류자격 가진 사람 중 1명을 가족대표로 지정(구성원 모두가 F-4-R인 경우 가족 구성원 중 1명 지정)",,,,,"[공통서류]
- 지자체 추천서
- 여권 및 사본 1부
- 재외동포(F-4) 통합신청서
- 표준규격사진 1매
- 체류지 입증서류
- 수수료

[필수서류]
- 동포 입증서류
- 해외 범죄경력증명서(범죄경력증명서 제출·면제 대상 등 세부기준은 「외국국적동포 업무처리 지침」 준용)
- 직업 및 연간 소득금액 신고서(직업만 체크)

[기타서류]
(학령기 동포) 재학·입학 예정 입증서류 또는 진단서 등
(해외전입자) 건강진단서
(임의서류) 한국어능력 입증서류
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류","동포 부모 따라온 학교 다니는 자녀도 지역특화 동포 비자 받을 수 있어요?
학교 못 다니는 사정이 있으면 어떻게 해요?
추천지역에 학교가 없으면 어디 학교 다녀도 되나요?

지역특화 동포 비자로 변경하려면 어떤 서류 내요?
동포 자격 입증서류는 뭘 의미해요?
해외에서 막 들어왔으면 따로 내야 할 서류 있어요?

지역특화 동포 비자로 몇 년 동안 그 지역에 살아야 해요?
가족이 같이 이주하면 누가 가족대표가 되나요?
지역 안 지키고 다른 데서 일하면 어떻게 돼요?",F-4-R 지역특화 재외동포 / 자격변경 (p. 582),재외동포법상 동포 (한국계 외국인),F-5 영주 (2년+ 거소),F-1 동반,"재외동포, 한국계, 동포",완료,"[3차요약] F-4-R 지역특화 재외동포 자격변경. 대상: 기존 거주자(2년+), 국내 전입자, 해외 전입자(60세 미만), 학령기 미성년 친생자녀(6~19세, 추천지역 초·중·고 재학·입학 예정 필수)"
F-4 (F-4-R),F-4,체류,체류기간 연장,지역특화동포(F-4-R) 자격 소지자,,,,,,,,,,"국내거소신고증 수령 시 지역특화형 비자 안내문(붙임 11)을 교부받고, 서명 후 제출
국내거소신고증 타인 및 우편(택배) 수령 금지",,,,,"[공통서류]
- 여권 및 사본 1부
- 국내거소신고증
- 통합신청서
- 체류지 입증서류
- 수수료

[필수서류]
- 재학·입학 예정 입증서류 또는 진단서 등(만 6세 이상 19세 미만)
- 직업 및 연간 소득금액 신고서(직업만 체크)

[기타서류]
동반가족 사항 입력대상 중 동반가족 구성원이 변경된 경우: '지역특화형 재외동포(F-4) 동반가족 사항 확인서(붙임10 양식)', 변경된 구성원의 여권·사본, 전입 입증서류 및 혼인·가족관계 입증서류
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류","지역특화 동포 비자 연장할 때 어떤 서류 내요?
동반가족이 바뀌었으면 추가로 어떤 서류 필요해요?
학교 다니는 자녀가 있으면 재학증명서도 내야 해요?",F-4-R 지역특화 재외동포 / 체류기간 연장 제출서류 (p. 582~583),재외동포법상 동포 (한국계 외국인),F-5 영주 (2년+ 거소),F-1 동반,"재외동포, 한국계, 동포",완료,"[3차요약] F-4-R 체류기간 연장. 동반가족 구성원 변경 시 붙임10 양식 추가 제출. 국내거소신고증 수령 시 안내문(붙임 11) 서명·제출 의무, 타인·우편 수령 금지"
F-4 (F-4-R),F-4,체류,외국인등록,사업지역에 거주하는 재외동포(F-4)와 지역특화동포(F-4-R),,"[표]
사업지역 거주 재외동포(F-4) 및 지역특화동포(F-4-R)의 취업활동 허용·제한 비교(일반 F-4 제한 직종이 사업지역 거주자에게는 허용)",,,,,,"취업활동 지역: 추천(거주)지역이 속한 광역자치단체 관할 구역 내
다른 광역자치단체에서 취업활동 시 ① 재외동포(F-4) 자격의 취업활동 제한범위 위반으로 사범 처리 및 ② 지역특화동포(F-4-R) 허가조건 위반으로 체류기간 연장 불허, 체류자격 취소 등","근거: 재외동포(F-4) 자격의 취업활동 제한범위 고시
취업활동 범위: 선량한 풍속이나 그 밖의 사회질서에 반하는 행위를 제외하고는 취업활동의 제한을 받지 않음
사업지역 거주 재외동포(F-4) 및 지역특화동포(F-4-R)는 일반 F-4가 제한받는 다음 단순노무 직종도 허용됨:
91001 건설 단순종사원, 92102 이삿짐 운반원, 92221 택배원, 92230 음식배달원, 94111 건물청소원, 94212 건물경비원, 42320 혼례종사원, 43292 골프장 캐디, 53220 노점 및 이동판매원
(양 자격 공통 허용) 93003 제품단순선별원, 93009 기타 제조 관련 단순종사원, 95110 가사도우미, 95120 육아도우미, 95210 패스트푸드준비원, 95220 주방보조원, 99101 농업 단순종사원, 99102 임업 단순종사원, 99103 어업 단순종사원, 99992 대여제품 방문점검원, 43221 호텔서비스원, 43229 기타 숙박시설서비스원, 44221 음식서비스종사원, 44222 음료서비스종사원",,,,,,,"지역특화 동포 비자로 일할 수 있는 직업이 일반 동포 비자랑 달라요?
건물청소나 택배 같은 일도 동포 비자로 할 수 있어요?
다른 지역에서 일하면 어떻게 되나요?",F-4 재외동포 / 지역특화동포(F-4-R) 사업지역 거주자 취업활동 범위 (p. 583~584),재외동포법상 동포 (한국계 외국인),F-5 영주 (2년+ 거소),F-1 동반,"재외동포, 한국계, 동포",완료,"[3차요약] F-4-R 및 사업지역 거주 F-4의 취업활동 범위 안내. 단순노무 직종(건설/이삿짐/택배/음식배달/건물청소·경비 등) 사업지역 거주 시 허용. 단, 추천(거주)지역이 속한 광역자치단체 관할 구역 내에서만 가능"
F-5 (F-5-6R),F-5,체류,체류자격 변경,지역특화동포(F-4-R)로 자격 변경 후 4년 이상(기존 거주자 요건으로 F-4-R 자격 변경한 사람은 2년) 계속 추천지역에 거주하며 자격을 유지한 사람(국내·외 전입자 중 순차 이주한 사람은 가족동반 요건 충족(전입신고일 기준) 후부터 기산),,"품행 단정 요건: 대한민국 법령 준수 등 (「외국국적동포 업무처리 지침」에 따름)
생계유지능력 요건: 소득 기준을 1인당 국민총소득(GNI)의 70%로 완화
기본소양 요건(원칙): 사회통합프로그램 5단계 이상 이수하거나 그에 준하는 평가 성적 받아야 함
인정 기준(다음 어느 하나):
① 사회통합프로그램 5단계 이상 이수 → 사회통합프로그램 이수증(5단계 이상)
② 사회통합프로그램 영주용 종합평가 합격 → 한국이민영주적격시험 합격증(KIPRAT)
③ 사회통합프로그램 귀화용 종합평가 합격 → 한국이민귀화적격시험 합격증(KINAT)",,,,,,,"기본소양 요건 면제 대상:
만 15세 미만인 사람
만 15세 이상으로 초·중등교육법 제2조 각 호의 학교 및 교육부 인가 외국인학교에 만 2년 이상 재학 중이거나 중학교 이상 교육과정 졸업자
만 15세 이상으로 중학교 이상 졸업학력 검정고시 합격자
""중증질환""(본인일부부담금 산정특례에 관한 기준 [별표 3·4의2] 산정특례 등록자) 또는 ""중증장애""(장애인복지법 시행규칙 별지 9호 서식의 종합 장애 정도 ""중증장애"" 또는 ""장애 정도가 심한 장애"" 기재자)
기타 출입국·외국인관서의 장이 종합적 고려하여 면제 필요하다고 판단하여 법무부장관 승인을 받은 사람",,,,,,"[공통서류]
- 재외동포 영주(F-5-6) 공통서류(「외국국적동포 업무처리 지침」 참조)

[필수서류]
- 추천지역 거주 입증서류
- 기본소양능력 제출서류 또는 면제대상 입증서류(해당자)","지역특화 동포 비자로 몇 년 살면 영주권 신청 가능해요?
영주권 받을 때 한국어 능력 어느 정도 있어야 해요?
중증질환이나 장애 있으면 사회통합프로그램 면제되나요?",F-5-6R 지역동포영주 / 체류허가 기준 (p. 584~586),D-7~E-7 또는 F-2 5년+ 체류 + 소득·재산 요건,국적취득,"F-1, F-2-71 (점수제 자녀)","영주, 정착, 영주권",완료,"[3차요약] F-5-6R 지역동포영주 체류허가. F-4-R 자격으로 4년 이상(기존 거주자 요건은 2년) 추천지역 거주. 소득 GNI 70%로 완화, 사회통합프로그램 5단계 이상 또는 KIPRAT/KINAT 합격"
F-3 (F-3-2R),F-3,체류,체류자격 변경,지역동포가족(F-3-2R) 자격변경 및 체류기간 연장 신청자,,"(자격변경) 지역특화동포(F-4-R)와 동거하는 배우자 및 미성년양자
(기간연장) 지역동포가족(F-3-2R)",,,,,,동포인 배우자·자녀는 지역특화동포(F-4-R)로 자격변경 신청,체류기간 연장 시 및 현재 동반가족(F-1-11 등) 체류자격인 사람이 자격변경하는 경우 혼인·가족관계 입증서류 면제,"외국인등록증 수령 시 지역특화형 비자 안내문(붙임 11)을 교부받고, 서명 후 제출
외국인등록증 타인 및 우편(택배) 수령 금지",,,,,"[공통서류]
- 지자체 추천서
- 여권 및 사본 1부
- 통합신청서
- 표준규격사진 1매
- 체류지 입증서류
- 수수료

[필수서류]
- 재학 증명서 등 재학 입증서류(만 6세 이상 19세 미만)
- 지역특화형 재외동포(F-4) 동반가족 사항 확인서(붙임10)
- 주 체류자격자(F-4-R)와의 가족관계입증서류

[기타서류]
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류","지역특화 동포 비자 받은 사람 배우자도 같이 한국에 살 수 있어요?
동포인 배우자랑 동포 아닌 배우자가 받는 비자가 달라요?
동포가족 비자는 양자녀도 신청 가능해요?

지역동포가족 비자 신청할 때 어떤 서류 내요?
이미 동반가족 비자 있으면 가족관계 서류 또 내야 해요?
아이 학교 다니면 재학증명서도 필요해요?",F-3-2R 지역동포가족 / 자격변경 및 연장 (p. 586~588),"주체류자(E-1~E-7, D-7~D-9 등)의 배우자·미성년 자녀",주체류자 따라 변경,본인이 동반자격,"동반, 배우자, 자녀",완료,"[3차요약] F-3-2R 지역동포가족 자격변경 및 체류기간 연장. F-4-R 동거 배우자·미성년양자 대상. 동포 배우자·자녀는 F-4-R로 자격변경 신청. 붙임10 동반가족 확인서, 외국인등록증 수령 시 붙임11 안내문 서명·제출"
F-3 (F-3-2R),F-3,체류,체류자격외 활동허가,지역특화동포(F-4-R)와 동거하는 배우자(F-3-2R),,"허가 대상 취업활동:
범위: 취업제한 분야를 제외한 모든 활동 허용 가능
지역: 추천지역으로 제한",,,,,,"지역특화동포(F-4-R)는 체류자격외활동허가 불필요
허가조건 위반 시 체류자격 취소, 기간연장 억제, 사범 처리 등 엄중 조치",,,,,,,"[공통서류]
- 여권 및 사본 1부
- 외국인등록증
- 통합신청서
- 수수료

[필수서류]
- 고용계약서
- 사업자등록증 사본(법인은 법인등기사항전부증명서 추가)
- 고용주 신분증

[기타서류]
실제 근무지와 사업자등록증 상 근무지(주소 포함)가 상이한 경우 실제 근무지와의 관계 입증서류
그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류","동포가족 비자로 한국에서 일하려면 어떤 허가 받아야 해요?
동포 본인은 따로 활동허가 신청해야 해요?
어떤 직종까지 일할 수 있어요?",F-3-2R 지역동포가족 / 체류자격외 활동허가 (p. 588~589),"주체류자(E-1~E-7, D-7~D-9 등)의 배우자·미성년 자녀",주체류자 따라 변경,본인이 동반자격,"동반, 배우자, 자녀",완료,[3차요약] F-3-2R 지역동포가족 체류자격외 활동허가. F-4-R 동거 배우자(F-3-2R)가 취업활동 등을 위해 신청
