비자코드,상위코드,사증·체류,신청종류,하위프로그램,신청상황,대상,자격요건,제출서류,절차,수수료,기간,제한,예외,의무사항,공통사항,점수표,쿼터,초청자,추천·승인기관,표 데이터,페이지,연계비자,키워드,예상질문,검수상태,검수메모
B-2,B-2,체류,체류자격 변경,,사증면제협정 또는 관광통과 목적으로 입국한 자,관광·통과 등의 목적으로 대한민국에 사증 없이 입국하려는 자,,"① 신청서(34호 서식), 여권 원본, 수수료
② 체류기간 연장의 필요성을 소명하는 서류",,10만원,법무부장관이 따로 정하는 기간,사증면제협정 또는 관광통과 목적으로 입국한 자에 대하여는 원칙적으로 체류기간 연장이나 체류자격 변경허가를 하지 않음,,,,,,,,,p. 23,B-1,"관광통과, 체류자격 변경 제한, 체류기간 연장 제한, 사증 없이 입국","관광 비자로 입국했는데 더 오래 있을 수 있어요?
관광에서 다른 자격으로 바꿀 수 있나요?",미검수,
C-1,C-1,체류,체류기간 연장,,"외국의 신문·방송·잡지·기타 보도기관으로부터 파견되어 단기간 취재·보도활동을 하려는 자
외국의 보도기관과의 계약에 의하여 단기간 취재·보도활동을 하려는 자
외국 언론사의 지사설치 준비를 위해 단기간 취재·보도활동을 하려는 자",,입국일로부터 90일 미만 사증으로 입국한 자 또는 90일 미만 체류기간 받은 자에 대하여 입국일로부터 90일까지 연장,"① 신청서(34호 서식), 여권 원본, 수수료
② 체류기간연장 필요성 소명 서류 (본사의 취재명령서 또는 파견증명서, 외신 보도증 사본 또는 본사발생 재직증명서 등)",,6만원,"최장체류기간: 90일
1회 부여 체류기간 상한: 90일",,,,,,,,,,p. 24,,"일시취재, 체류기간 연장, 취재명령서, 외신 보도증","일시 취재로 들어왔는데 체류기간을 더 늘릴 수 있나요?
최장 며칠까지 머물 수 있어요?
체류 연장할 때 어떤 서류 내요?",미검수,
C-3,C-3,체류,체류기간 연장,,"단기방문(C-3) 활동 범위에 해당하고, 불법취업의 의심이 없으며 연장의 필요성이 인정되는 자
단체관광객(C-3-2)과 보증개별사증(C-3-2)을 소지한 자",,"단기방문(C-3) 활동 범위에 해당하고, 불법취업의 의심이 없으며 연장의 필요성이 인정되는 경우
연장사유 예시:
① 출국할 선박 등이 없거나 입국당시 예측하지 못한 사고·질병 등의 부득이한 사유를 입증하는 경우
② 친지방문, 어학연수 등을 목적으로 입국한 자로 불법취업이 의심되지 않는 경우 (한국계 외국인, 결혼이민자 가족 등)
③ 상용목적자로 수출입 선적 지연, 출항지연 등의 사유로 체류기간 연장이 필요한 경우
④ 복수사증 소지자가 입국한 뒤 부여된 체류기간을 초과하여 계속 체류할 필요성을 소명하는 경우 등","① 신청서(34호 서식), 여권 원본, 수수료
② 체류기간 연장의 필요성을 소명하는 서류",,6만원,"입국일로부터 체류기간 90일 범위 내 연장 가능
1회 부여 체류기간 상한: 90일",단체관광(C-3-2) 사증 소지자: 출국할 항공기 등이 없거나 영주·귀화신청 등 부득이한 사유가 있는 경우에 한하여 체류기간 연장 또는 체류자격 변경허가,,,,,,,,"단기방문(C-3) 세부 약호 (C-3-1~10)
C-3-1 단기일반 / C-3-2 단체관광 등 / C-3-3 의료관광 / C-3-4 단기상용 / C-3-5 협정상 단기상용 / C-3-6 우대기업 초청 단기상용 / C-3-7 도착관광 / C-3-8 동포방문 / C-3-9 일반관광 / C-3-10 순수환승",p. 25,"C-3-2, C-3-4","단기방문, 체류기간 연장, 단체관광, 보증개별, 영리 목적 제한","단기방문 비자로 들어왔는데 90일 더 머물 수 있어요?
단체관광 비자도 연장 가능해요?
부득이한 사정이 있을 때 연장 신청 어떻게 해요?",미검수,
C-3 (C-3-4),C-3,체류,외국인등록,C-3-4,단기상용(C-3-4) 소지자로 91일 이상 체류하고자 하는 칠레 국민,,,"① 신청서(별지 제34호 서식), 여권원본, 표준규격사진 1장, 수수료
② 거래실적, 초청장, 계약서, 수출입관련서류 등 입국목적을 증명하는 서류","거래실적, 초청장, 계약서, 수출입관련서류 등 입국목적 증명 서류 제출받아 C-3로 등록",외국인등록증 발급·재발급 3만 5천원,,"단기방문(C-3-4, 6M) 소지 칠레국민은 6개월 이상 체류불가
6개월 이상 체류 희망 시 D-7, D-8, D-9로 체류자격 변경허가 필요",,,,,,,,,p. 26,"D-7, D-8, D-9","단기방문, 단기상용, 칠레 국민, 외국인등록","칠레 국민인데 단기상용 비자로 90일 넘게 있고 싶어요. 어떻게 해요?
외국인등록 받으려면 무슨 서류 내요?
6개월 이상 있으려면 자격 변경해야 하나요?",미검수,
C-4 (C-4-1),C-4,체류,근무처 변경/추가,C-4-1,"계절근로 단기취업(C-4-1~4) 소지자
계절근로외 단기취업(C-4-5) 소지자",,"C-4-1~4 근무처 변경 사유:
① 각종 조건 위반 고용주가 시정을 하지 않은 경우
② 계절근로자의 귀책사유 없이 근로를 계속할 수 없는 경우
③ 사회통념상 외국인 계절근로자가 최초 계약한 고용주의 작업장에서 근무를 할 수 없는 경우 등
C-4-1~4: 근무처 추가 불가, 근무처 변경시 지자체 담당자 동반 필요
C-4-5: 근무처 추가 횟수 제한 없음
C-4-5 근무처 변경 시 주무부처 장의 고용추천서 불필요 (E-1부터 E-7 활동 중 고용추천서 필수 업종은 제외)","계절근로(C-4-1~4):
① 통합신청서, 여권 (근무처변경 수수료 면제)
② 거주/숙소 제공 확인서
③ 표준근로계약서 사본
④ 산업재해보험가입 증명원 또는 농·어업인 안전보험 증서
⑤ 건강보험 가입증명원 또는 신청 입증서류 (해당자만 제출)
⑥ 계절근로자 배치 대상 고용주 확인서 (지자체에서 새 고용주에게 발급)
계절근로외(C-4-5):
① 신청서(별지 제34호 서식), 여권 원본, 수수료
② 고용계약서
③ 회사 설립 관련 서류
④ 고용추천서 (해당자)
⑤ 기타 해당 분야 입증 서류 등","여권에 근무처변경 허가인을 찍고 변경된 근무처와 체류기간을 적거나 단기취업(C-4) 자격 근무처변경 허가 스티커 부착
전 고용주는 출입국관서 및 지자체에 고용변동신고서 제출",계절근로(C-4-1~4) 근무처변경 수수료 면제,,계절근로 C-4-1~4: 근무처의 추가 불가,"소속사의 지시에 따라 E-6-1자격에 해당하는 공연을 하기 위해 공연장소를 변경하는 경우 별도의 허가나 신고 절차 없이 활동 가능 (E-6-2에 해당하는 활동은 고용주의 변동신고 필요)
단기사증 발급 시 허용된 범위가 아닌 다른 활동을 위한 근무처 변경 신청시 활동 상호간의 관련성이 높고 해당 활동에 필요한 자격요건 갖춘 경우 청(사무소·출장소)장이 변경 허용 (예: E-6-3가 계약종료 후 공연기획사나 광고주 등과 계약을 맺고 방송출연, 가수, 모델활동을 하는 경우)",,,,,,,,p. 27,"C-4-5, E-6, E-6-1, E-6-2, E-6-3","단기취업, 계절근로, 근무처 변경, 근무처 추가, 표준근로계약서","계절근로자인데 농장을 바꿀 수 있어요?
근무처를 바꾸려면 무슨 서류가 필요해요?
단기취업 비자로 회사를 두 개 다닐 수 있나요?
공연장이 바뀔 때 따로 신고해야 해요?",미검수,
C-4 (C-4-5),C-4,체류,체류자격 변경,C-4-5,"무사증(B-1·B-2) 또는 단기방문(C-3) 입국자로 입단테스트 등을 위해 입국한 운동선수·연주자·무용가 및 상금이 걸린 국제대회참가자 등
노벨상 수상자 등 저명인사가 강연 등의 활동을 하고자 하는 경우","무사증(B-1·B-2) 또는 단기방문(C-3) 입국자로 입단테스트 등을 위해 입국한 운동선수·연주자·무용가 및 상금이 걸린 국제대회참가자 등
노벨상 수상자 등 저명인사가 강연 등의 활동을 하고자 하는 경우","저명인사: 대학의 총학장이나 세계 유수의 과학지등에 논문이 게재된 인사 등으로 언론에 당사자의 경력이 보도되는 등 객관적 입증이 되는 경우
불가피한 사유가 있거나 국익차원에서 필요시 자격변경 허용
관련 입증자료 제출 받아 청(사무소·출장소)장 재량으로 변경허가","① 신청서, 여권 원본, 수수료
② 소명자료, 활동 계획서",,10만원,허가 시 체류기간은 입국일로부터 기산,예술흥행(E-6-2)에 해당하는 활동을 위한 체류자격변경은 불가,,,,,,,,,p. 28,"B-1, B-2, C-3, E-6-2","단기취업, 체류자격 변경, 입단테스트, 저명인사, 무사증 입국","운동선수 입단테스트 받으러 들어왔는데 자격을 바꿀 수 있어요?
국제대회 참가 선수가 단기취업으로 변경 가능한가요?
유흥업소 공연으로는 자격 변경이 안 되나요?",미검수,
C-4,C-4,체류,체류기간 연장,,단기취업(C-4) 소지자,,'10.8.23.부터는 사증발급 시 원칙적으로 체류기간 90일 사증을 발급 (입국일로부터 90일 초과는 불가),"① 신청서(별지 34호 서식), 여권 원본, 수수료
② 단기취업과 관련된 체류기간연장 필요성 소명 서류
예) 고용계약서원본과 사본(용역제공계약서), 사업자등록증 사본 등",출국을 위한 체류기간연장: 청(사무소·출장소)장은 출국할 선박 등이 없거나 그 밖에 부득이한 사유로 출국할 수 없는 경우에 한하여 출국을 위한 체류기간 연장허가,6만원,1회 부여 체류기간 상한 90일,원칙적으로 사증발급 시 90일 사증 발급 (입국일로부터 90일 초과 불가),,,,,,,,,p. 28,,"단기취업, 체류기간 연장, 출국을 위한 연장, 고용계약서","단기취업으로 들어왔는데 더 머물 수 있어요?
출국할 비행기가 없을 때 연장 가능해요?
연장 신청 서류는 무엇이 필요해요?",미검수,
D-1,D-1,체류,체류자격외 활동허가,,"체류 외국인이 대한민국의 고유문화 또는 고유예술에 대하여 전문가의 지도를 받거나 대학부설 어학원에서 한국어를 연수하고자 하는 자
영리를 목적으로 하지 않는 자원봉사 희망자
문화예술(D-1) 소지자가 원래의 체류목적을 침해하지 않은 범위 내에서 정규교육기관(초·중·고 및 대학)의 교육을 받고자 하는 자
주한외국공관원 가족(A-1, A-2 자격)의 문화예술(D-1) 자격외 활동","국내 체류외국인, 주한외국공관원 가족","자원봉사 허용범위: 공공기관, 고아원, 양로원, 무료급식소, 자선바자회, 국제전시회, 국제행사 등에서의 자원봉사 (식비 및 교통비 지급 가능)","주한외국공관원 가족의 D-1 자격외 활동:
① 신청서(별지34호 서식), 여권 원본, 외교관신분증, 수수료
② 외교통상부 추천서
③ 대사관의 협조공문 또는 동의서
④ 사업자 등록증 또는 고유번호증 등 관련단체 서류 사본
⑤ 해당 입증서류","체류기간 범위 내에서는 별도의 허가절차 불요
주한외국공관원 가족의 수익을 목적으로 하지 아니하는 학술 또는 예술 활동: 허가 필요",12만원,,"일반 태권도학원, 무용 학원 등 영리단체의 초청은 D-1 활동범위에 해당하지 않음","고유문화·예술 지도, 한국어 연수, 자원봉사, 정규교육기관 교육은 체류기간 범위 내 별도 허가 절차 불요",,,,,,,,p. 30,"A-1, A-2","문화예술, 자격외 활동, 자원봉사, 한국어 연수, 정규교육기관","문화예술 비자로 한국어 연수도 받을 수 있어요?
봉사활동 하려면 자격외 활동 허가 받아야 해요?
공관원 가족이 예술 활동을 하려면 어떻게 해요?
영리 학원에서 강의는 가능한가요?",미검수,
D-1,D-1,체류,외국인등록,,"영리목적이 아닌 문화예술(D-1) 자격 소지자
문화예술(D-1) 자격 소지자",,"외국인등록사항 변경신고 사항: 성명, 성별, 생년월일 및 국적, 여권의 번호·발급일자·유효기간
신고대상: 소속기관 또는 단체의 변경(명칭변경 포함)이나 추가 ('10.11.16.)
신고기한: 변경일로부터 15일 이내","① 신청서(별지 제34호 서식), 여권, 수수료
② 문화예술 단체가 발급한 근무처의 변경·추가 사유서
③ 부가가치세법에 따른 사업자등록증 등 문화예술단체 입증 서류
외국인등록 신청서류:
① 신청서(별지34호 서식), 여권원본, 표준규격사진 1장, 수수료
② 사업자등록증 등 문화예술 단체입증 서류
③ 체류지 입증서류
등록사항 변경신고:
① 신청서(별지34호 서식), 여권, 외국인등록증, 수수료 없음
② 변경사항 입증 서류: 입학허가서 또는 연수기관 장의 추천서 등","근무처의 변경·추가 신고대상 아님
소속기관 또는 단체의 변경(명칭변경 포함)이나 추가 시 외국인등록사항 변경신고를 받아 처리 (시행규칙 제49조의2)","수수료
수수료 (변경신고는 수수료 없음)",,,,"소속기관 또는 단체의 변경 시 외국인등록사항 변경신고 의무
소속기관·단체 변경 시 변경일로부터 15일 이내 변경신고 의무",,,,,,,p. 30,"D-2, D-4, D-5, D-6, D-7, D-8, D-9, D-10, H-2","문화예술, 외국인등록사항 변경신고, 소속기관 변경, 사업자등록증, 외국인등록, 체류지 입증","문화예술 비자인데 소속 단체가 바뀌면 어떻게 해요?
근무처 변경 신고 대상이 아닌가요?
무슨 서류 내야 해요?
문화예술 비자 받으면 외국인등록 어떻게 해요?",미검수,
D-1,D-1,체류,체류자격 변경,,"해외입양으로 외국국적을 취득한 자
사증면제(B-1) 자격으로 입국한 독일인
6개월 미만 체류하려는 캐나다국민 중 D-1, D-6, F-1, F-3, G-1 활동","해외입양으로 외국국적을 취득한 자
사증면제(B-1) 자격으로 입국한 독일인
6개월 미만 체류하려는 캐나다국민 중 D-1, D-6, F-1, F-3, G-1 활동",,"필수서류:
① 신청서(별지 제34호서식), 여권 원본, 수수료
② 연수기관이 작성한 연수일정표
③ 문화예술단체 입증서류(사업자등록증 사본 등)
심사에 필요한 추가서류:
① 초청사유서
② 연수증명서
③ 재정관계(학비, 체재비) 입증서류 (재정입증서류를 제출하지 못하면 신원보증서 징구)",,10만원,,,"독일인은 기술연수(D-3), 비전문취업(E-9) 및 관광취업(H-1)을 제외한 모든 장기체류자격으로 변경 가능 (허가기간: 체류자격별 1회 부여할 수 있는 체류기간의 상한)
6개월 미만 캐나다국민: D-1, D-6, F-1, F-3, G-1 자격으로 변경 가능 (체류기간: 입국일로부터 6개월 미만)",,,,,,,,p. 31,"B-1, D-3, D-6, E-9, F-1, F-3, G-1, H-1","문화예술, 체류자격 변경, 사증면제 독일인, 캐나다 국민, 해외입양","독일 사람인데 사증면제로 들어와서 다른 비자로 바꿀 수 있어요?
캐나다 사람이 문화예술 비자로 변경 가능해요?
해외 입양된 사람도 문화예술 자격을 받을 수 있나요?",미검수,
